Customer ID,Unnamed: 0,Total_Orders,Total_Profit,Sales,Avg_Discount,Segment,Region,Furniture_Profit,Technology_Profit,Office_Supplies_Profit,Multi_Category,has_furniture,has_technology,has_office,Customer_Group,First_Category,Acquisition_Date,Cohort_Year,Last_Order_Date,Months_Since_Acquisition
FO-14305,289,15,215.5969,2678.438,0.22,Consumer,East,245.021,4.5876,-34.011700000000005,2,1,1,0,Furniture + Technology,Furniture,2014-06-09,2014,2017-11-22,42.06666666666667
FP-14320,290,14,406.4473,4046.746,0.1357142857142857,Consumer,West,134.20000000000002,193.314,78.9333,3,1,1,1,All Three,Office Supplies,2014-12-07,2014,2017-12-07,36.53333333333333
FW-14395,291,3,23.491300000000003,79.75,0.0,Corporate,South,0.0,18.014499999999998,5.4768,2,0,1,1,Other,Office Supplies,2015-03-22,2015,2017-01-02,21.733333333333334
GA-14515,292,14,840.899,3919.776,0.0642857142857143,Consumer,West,103.5718,247.26090000000002,490.06629999999996,3,1,1,1,All Three,Office Supplies,2014-05-18,2014,2017-08-03,39.1
GA-14725,293,22,136.70790000000002,1398.382,0.1795454545454545,Consumer,East,71.1221,6.992,58.5938,3,1,1,1,All Three,Office Supplies,2014-02-11,2014,2017-12-25,47.1
GB-14530,294,20,7.837100000000003,1568.44,0.1699999999999999,Corporate,East,-14.599099999999998,17.55,4.886200000000006,2,0,1,1,Other,Office Supplies,2014-04-28,2014,2017-10-29,42.666666666666664
GB-14575,295,16,1135.8393,4716.288,0.0375,Consumer,East,471.1436,209.36769999999999,455.32800000000003,3,1,1,1,All Three,Office Supplies,2015-06-12,2015,2017-12-17,30.633333333333333
GD-14590,296,6,230.93729999999996,1888.07,0.1333333333333333,Corporate,East,0.0,204.89669999999998,26.0406,2,0,1,1,Other,Office Supplies,2014-05-05,2014,2017-12-25,44.333333333333336
GG-14650,297,24,12.698500000000008,2224.0,0.15,Corporate,South,-36.8508,81.6573,-32.10799999999999,1,0,1,0,Other,Office Supplies,2014-10-31,2014,2017-11-17,37.1
GH-14410,298,17,-576.8335,2819.4669999999996,0.2705882352941176,Home Office,West,-148.0112,-354.79,-74.03229999999998,0,0,0,0,Other,Office Supplies,2014-07-09,2014,2017-10-16,39.833333333333336
GH-14425,299,10,1176.4181,4172.8460000000005,0.19,Consumer,West,51.5724,43.5981,1081.2476000000001,3,1,1,1,All Three,Furniture,2014-06-17,2014,2017-11-10,41.4
GH-14485,300,3,-95.4498,1361.244,0.4666666666666666,Corporate,Central,-218.9235,123.4737,0.0,1,0,1,0,Other,Furniture,2015-10-08,2015,2016-12-08,14.233333333333333
GH-14665,301,3,-5.810200000000001,146.94080000000002,0.24,Consumer,Central,-11.596,0.0,5.7858,1,0,0,1,Other,Office Supplies,2015-11-17,2015,2017-12-28,25.733333333333334
GK-14620,302,14,1448.5525,6497.27,0.1571428571428571,Corporate,West,4.3902,467.2161,976.9462,3,1,1,1,All Three,Office Supplies,2014-06-25,2014,2017-09-09,39.06666666666667
GM-14440,303,11,347.266,3582.8199999999997,0.1181818181818181,Consumer,West,161.05759999999998,33.5888,152.6196,3,1,1,1,All Three,Furniture,2014-03-21,2014,2017-10-08,43.233333333333334
GM-14455,304,12,793.2814000000001,3078.624,0.1666666666666666,Home Office,Central,-36.07,588.513,240.8384,2,0,1,1,Other,Technology,2014-04-11,2014,2017-12-14,44.766666666666666
GM-14500,305,13,441.3185,1255.682,0.1153846153846153,Consumer,East,-7.1823999999999995,301.0999,147.401,2,0,1,1,Other,Office Supplies,2014-08-09,2014,2017-09-15,37.766666666666666
GM-14680,306,11,35.48649999999999,3163.628,0.1454545454545454,Consumer,West,-104.3698,88.15129999999999,51.705,2,0,1,1,Other,Office Supplies,2014-05-10,2014,2017-07-31,39.266666666666666
GM-14695,307,11,188.7235,6049.966,0.0545454545454545,Corporate,West,-99.1764,8.4071,279.4928,2,0,1,1,Other,Office Supplies,2014-04-05,2014,2017-09-04,41.6
GP-14740,308,5,31.8376,236.53,0.1399999999999999,Corporate,East,0.0,0.0,31.837600000000002,1,0,0,1,Other,Office Supplies,2014-04-06,2014,2015-11-26,19.966666666666665
GR-14560,309,5,359.83320000000003,1284.38,0.0,Corporate,West,235.9524,0.0,123.88080000000001,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-11-19,2014,2014-11-21,0.06666666666666667
GT-14635,310,6,-4108.6589,9351.212,0.25,Corporate,South,-347.1174,-3839.9904,78.4489,1,0,0,1,Other,Furniture,2014-06-06,2014,2017-11-04,41.56666666666667
GT-14710,311,29,2163.4269,11820.12,0.1,Consumer,Central,268.6073,689.9795,1204.8401000000001,3,1,1,1,All Three,Office Supplies,2014-05-23,2014,2017-11-24,42.7
GT-14755,312,7,-6.139200000000002,226.436,0.2,Consumer,Central,-0.8886,0.0,-5.250600000000002,0,0,0,0,Other,Office Supplies,2015-02-18,2015,2017-11-26,33.733333333333334
GW-14605,313,9,-268.54229999999995,2189.019,0.1555555555555555,Consumer,West,-8.040800000000004,184.18689999999998,-444.6884,1,0,1,0,Other,Furniture,2014-03-01,2014,2017-12-02,45.733333333333334
GZ-14470,314,14,1087.7539,4355.150000000001,0.0785714285714285,Consumer,Central,418.063,234.0966,435.5943,3,1,1,1,All Three,Furniture,2014-08-05,2014,2017-12-23,41.2
GZ-14545,315,5,828.661,2454.6220000000003,0.04,Corporate,East,45.294,659.98,123.387,3,1,1,1,All Three,Office Supplies,2014-09-28,2014,2017-07-26,34.4
HA-14905,316,10,270.8574,2163.3,0.2299999999999999,Consumer,East,-14.747600000000002,-47.51,333.115,1,0,0,1,Other,Office Supplies,2014-06-30,2014,2017-10-22,40.333333333333336
HA-14920,317,18,99.1445,2584.158,0.2,Consumer,West,-213.126,124.2171,188.0534,2,0,1,1,Other,Office Supplies,2014-10-11,2014,2017-12-10,38.53333333333333
HD-14785,318,7,-135.87599999999998,251.36,0.3,Home Office,East,0.0,0.0,-135.87599999999998,0,0,0,0,Other,Office Supplies,2014-05-11,2014,2015-11-22,18.666666666666668
HE-14800,319,11,274.4028,883.5319999999999,0.0181818181818181,Corporate,Central,44.4903,69.0348,160.8777,3,1,1,1,All Three,Office Supplies,2016-01-30,2016,2017-12-18,22.933333333333334
HF-14995,320,19,-13.876799999999989,2533.164,0.131578947368421,Consumer,Central,-192.0208,38.5934,139.5506,2,0,1,1,Other,Furniture,2014-05-26,2014,2017-12-09,43.1
HG-14845,321,10,147.0032,785.628,0.19,Consumer,South,-2.727599999999999,0.0,149.7308,1,0,0,1,Other,Office Supplies,2014-04-29,2014,2017-11-06,42.9
HG-14965,322,17,-2797.9635000000003,3247.642,0.1705882352941176,Corporate,West,62.5056,-6.188,-2854.2811,1,1,0,0,Furniture Only,Office Supplies,2014-09-20,2014,2017-12-07,39.13333333333333
HG-15025,323,11,804.6113,3690.284,0.1727272727272727,Consumer,Central,48.3136,680.1512,76.1465,3,1,1,1,All Three,Technology,2014-10-14,2014,2017-12-24,38.9
HH-15010,324,6,86.7342,218.668,0.0333333333333333,Corporate,West,7.0398,0.0,79.6944,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-08-29,2014,2017-10-19,38.233333333333334
HJ-14875,325,6,98.6548,358.1,0.1,Home Office,South,40.97,0.0,57.684799999999996,2,1,0,1,Furniture + Office Supplies,Office Supplies,2015-04-13,2015,2017-08-26,28.866666666666667
HK-14890,326,15,956.9451,4877.784,0.2133333333333333,Corporate,South,233.41680000000002,635.9856,87.5427,3,1,1,1,All Three,Office Supplies,2014-06-10,2014,2017-08-01,38.266666666666666
HL-15040,327,11,5622.4292000000005,12873.298,0.0181818181818181,Consumer,Central,246.63230000000001,5345.4222,30.3747,3,1,1,1,All Three,Furniture,2014-01-20,2014,2017-11-17,46.56666666666667
HM-14860,328,20,2437.9836,8236.7648,0.231,Corporate,East,-273.9361,2557.8286999999996,154.09099999999998,2,0,1,1,Other,Office Supplies,2014-07-21,2014,2017-12-28,41.86666666666667
HM-14980,329,7,117.2755,736.276,0.1714285714285714,Consumer,East,39.0824,50.396,27.797099999999997,3,1,1,1,All Three,Office Supplies,2015-10-02,2015,2017-04-27,19.1
HP-14815,330,10,373.8637,1990.314,0.3,Home Office,Central,311.296,11.998,50.569700000000005,3,1,1,1,All Three,Office Supplies,2014-05-06,2014,2017-11-30,43.46666666666667
HR-14770,331,13,185.5794,1299.288,0.0461538461538461,Home Office,West,56.650000000000006,94.9956,33.933800000000005,3,1,1,1,All Three,Technology,2014-03-01,2014,2017-12-17,46.233333333333334
HR-14830,332,14,1196.9504,5248.787,0.0999999999999999,Corporate,West,101.7414,978.9867,116.22229999999999,3,1,1,1,All Three,Office Supplies,2014-11-24,2014,2017-07-24,32.43333333333333
HW-14935,333,20,2164.1611,9300.254,0.045,Corporate,West,509.8737,709.174,945.1134000000001,3,1,1,1,All Three,Office Supplies,2015-09-27,2015,2017-09-04,23.6
HZ-14950,334,6,-130.3879,886.52,0.1999999999999999,Consumer,East,-127.4897,-12.4146,9.516399999999999,1,0,0,1,Other,Furniture,2016-03-14,2016,2017-11-25,20.7
IG-15085,335,7,320.4982,744.574,0.0285714285714285,Consumer,West,0.0,0.0,320.4982,1,0,0,1,Other,Office Supplies,2014-10-18,2014,2017-10-20,36.6
IL-15100,336,14,1121.937,5040.736,0.0714285714285714,Consumer,West,374.262,447.281,300.394,3,1,1,1,All Three,Office Supplies,2014-08-01,2014,2017-08-10,36.833333333333336
IM-15055,337,4,975.7701,2872.63,0.1,Consumer,West,8.7372,944.9865,22.0464,3,1,1,1,All Three,Office Supplies,2014-01-23,2014,2016-11-16,34.266666666666666
IM-15070,338,21,514.6527,4930.474,0.1666666666666666,Consumer,West,-202.11540000000002,279.4556,437.3125,2,0,1,1,Other,Office Supplies,2014-12-19,2014,2016-12-05,23.9
JA-15970,339,24,-819.4217000000001,6491.026,0.2125,Consumer,West,3.178799999999999,22.6985,-845.2989999999999,2,1,1,0,Furniture + Technology,Office Supplies,2014-09-17,2014,2017-09-29,36.93333333333333
JB-15400,340,16,156.05319999999998,1791.605,0.20625,Corporate,Central,-2.6997,-75.283,234.0359,1,0,0,1,Other,Office Supplies,2014-09-14,2014,2017-12-23,39.86666666666667
JB-15925,341,8,-286.9808,900.552,0.3,Consumer,East,19.0848,-377.55960000000005,71.494,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-12-05,2014,2015-12-24,12.8
JB-16000,342,7,126.7649,644.1188,0.0742857142857142,Consumer,Central,-6.7553,0.0,133.52020000000002,1,0,0,1,Other,Furniture,2016-01-10,2016,2017-11-17,22.566666666666666
JB-16045,343,9,201.5185,2518.115,0.1888888888888889,Home Office,South,122.6664,-84.5003,163.3524,2,1,0,1,Furniture + Office Supplies,Furniture,2015-05-03,2015,2017-12-23,32.166666666666664
JC-15340,344,4,-0.3556000000000003,71.263,0.2249999999999999,Consumer,West,2.397,0.0,-2.7525999999999997,1,1,0,0,Furniture Only,Office Supplies,2014-01-28,2014,2017-09-07,43.93333333333333
JC-15385,345,4,502.9244000000001,1058.108,0.05,Consumer,West,99.23,10.5,393.19440000000003,3,1,1,1,All Three,Technology,2017-07-08,2017,2017-07-08,0.0
JC-15775,346,16,279.56919999999997,2772.055,0.121875,Consumer,Central,29.420000000000005,133.191,116.9582,3,1,1,1,All Three,Furniture,2014-09-14,2014,2017-07-25,34.833333333333336
JC-16105,347,9,201.5952,858.576,0.0444444444444444,Corporate,South,47.2806,10.0464,144.2682,3,1,1,1,All Three,Office Supplies,2014-11-18,2014,2017-11-03,36.03333333333333
JD-15790,348,7,-266.55249999999995,2152.352,0.1714285714285714,Consumer,Central,36.4736,24.2919,-327.318,2,1,1,0,Furniture + Technology,Technology,2015-04-02,2015,2017-09-04,29.533333333333335
JD-15895,349,32,1050.2668,7610.864,0.075,Corporate,East,44.2549,50.3442,955.6677,3,1,1,1,All Three,Technology,2014-03-26,2014,2016-12-01,32.7
JD-16015,350,11,26.7605,385.43,0.3090909090909091,Consumer,Central,0.0,18.5245,8.235999999999999,2,0,1,1,Other,Office Supplies,2014-10-04,2014,2017-09-09,35.7
JD-16060,351,6,111.1141,695.442,0.0499999999999999,Consumer,West,-29.2524,0.0,140.3665,1,0,0,1,Other,Office Supplies,2014-09-24,2014,2017-03-05,29.766666666666666
JD-16150,352,17,1619.5199,8828.0305,0.0558823529411764,Corporate,Central,720.5795,198.86370000000002,700.0767,3,1,1,1,All Three,Office Supplies,2014-11-16,2014,2017-11-19,36.63333333333333
JE-15475,353,13,276.2197,1388.682,0.1846153846153846,Consumer,East,75.1832,182.9555,18.081,3,1,1,1,All Three,Furniture,2015-03-16,2015,2017-06-20,27.566666666666666
JE-15610,354,20,1623.4019,7754.976,0.16,Corporate,Central,-122.997,1528.4497000000001,217.9492,2,0,1,1,Other,Office Supplies,2014-10-14,2014,2017-11-12,37.5
JE-15715,355,22,1262.2926,8697.842999999999,0.3227272727272727,Consumer,West,968.0821,318.8424,-24.6319,2,1,1,0,Furniture + Technology,Office Supplies,2014-08-25,2014,2017-11-14,39.233333333333334
JE-15745,356,23,221.7967,6760.8150000000005,0.1456521739130434,Consumer,South,-332.4586,228.8092,325.44610000000006,2,0,1,1,Other,Technology,2014-06-22,2014,2017-11-09,41.2
JE-16165,357,7,789.6476,2697.248,0.0285714285714285,Corporate,Central,589.8324,109.80030000000001,90.0149,3,1,1,1,All Three,Furniture,2016-12-05,2016,2017-12-10,12.333333333333334
JF-15190,358,19,575.1259,2279.586,0.1210526315789473,Consumer,West,6.5286,94.5892,474.0081,3,1,1,1,All Three,Office Supplies,2014-11-15,2014,2017-10-26,35.86666666666667
JF-15295,359,14,97.289,955.124,0.1142857142857143,Consumer,West,9.862200000000001,16.2232,71.2036,3,1,1,1,All Three,Office Supplies,2014-03-14,2014,2017-05-19,38.733333333333334
JF-15355,360,16,330.199,1911.844,0.075,Consumer,Central,120.5132,112.55279999999999,97.133,3,1,1,1,All Three,Furniture,2015-10-23,2015,2017-09-16,23.133333333333333
JF-15415,361,14,635.6376,2371.448,0.0714285714285714,Consumer,East,8.8784,12.4119,614.3473,3,1,1,1,All Three,Office Supplies,2014-06-17,2014,2017-12-28,43.0
JF-15490,362,15,-18.06730000000001,1082.918,0.1466666666666666,Consumer,West,-81.71340000000001,28.7952,34.850899999999996,2,0,1,1,Other,Office Supplies,2014-10-19,2014,2017-08-31,34.9
JF-15565,363,16,1073.2088,4198.332,0.175,Consumer,Central,103.64259999999999,872.2582,97.308,3,1,1,1,All Three,Office Supplies,2014-10-11,2014,2017-11-06,37.4
JG-15115,364,7,684.1911,2358.676,0.2428571428571428,Consumer,West,12.6672,743.9329,-72.40899999999999,2,1,1,0,Furniture + Technology,Technology,2014-09-21,2014,2015-12-03,14.6
JG-15160,365,18,1415.6664,6366.392,0.1111111111111111,Consumer,West,29.306599999999992,1108.7865000000002,277.5733,3,1,1,1,All Three,Office Supplies,2014-05-30,2014,2017-12-29,43.63333333333333
JG-15310,366,11,3.7976000000000063,2240.58,0.2545454545454545,Corporate,East,-27.8392,0.0,31.636800000000004,1,0,0,1,Other,Furniture,2016-03-03,2016,2017-12-28,22.166666666666668
JG-15805,367,9,206.1019,1507.018,0.0666666666666666,Corporate,East,72.807,0.0,133.2949,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-04-05,2014,2017-05-21,38.06666666666667
JH-15430,368,7,-24.077100000000005,309.281,0.3142857142857143,Consumer,South,5.775,-7.2,-22.652100000000004,1,1,0,0,Furniture Only,Office Supplies,2014-02-24,2014,2017-12-25,46.666666666666664
JH-15820,369,8,26.082199999999997,528.91,0.15,Consumer,East,4.7712,-35.9925,57.3035,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-05-19,2014,2017-07-09,38.233333333333334
JH-15910,370,9,-13.554499999999996,959.477,0.1444444444444444,Consumer,West,-118.452,30.9546,73.9429,2,0,1,1,Other,Technology,2015-06-12,2015,2017-11-19,29.7
JH-15985,371,14,-644.6982,7954.998,0.0857142857142857,Consumer,Central,-1862.3124,413.5968,804.0174,2,0,1,1,Other,Office Supplies,2014-08-09,2014,2017-12-01,40.333333333333336
JH-16180,372,5,-96.95300000000002,2256.394,0.22,Consumer,West,9.641599999999999,-27.7158,-78.87880000000001,1,1,0,0,Furniture Only,Office Supplies,2015-05-25,2015,2016-11-21,18.2
JJ-15445,373,6,200.5558,709.178,0.0666666666666666,Consumer,West,0.0,89.3142,111.2416,2,0,1,1,Other,Office Supplies,2015-03-05,2015,2016-09-03,18.266666666666666
JJ-15760,374,3,34.449200000000005,195.0,0.0666666666666666,Home Office,South,0.0,11.996,22.453200000000002,2,0,1,1,Other,Office Supplies,2015-10-05,2015,2015-12-08,2.1333333333333333
JK-15205,375,13,1219.983,4427.142,0.1307692307692307,Consumer,West,8.6737,626.0745,585.2348000000001,3,1,1,1,All Three,Technology,2014-07-11,2014,2017-10-30,40.233333333333334
JK-15325,376,4,55.32769999999999,383.812,0.1,Corporate,Central,0.0,16.7475,38.5802,2,0,1,1,Other,Technology,2014-11-21,2014,2017-03-18,28.266666666666666
JK-15370,377,17,330.2838,2709.632,0.1235294117647058,Consumer,West,49.8143,141.58339999999998,138.8861,3,1,1,1,All Three,Office Supplies,2014-04-11,2014,2017-11-16,43.833333333333336
JK-15625,378,12,750.9485,3760.028,0.1166666666666666,Consumer,West,110.353,602.2887,38.306799999999996,3,1,1,1,All Three,Technology,2014-05-31,2014,2017-10-30,41.6
JK-15640,379,12,1172.5303,4760.434,0.1,Home Office,East,0.0,981.3004999999999,191.2298,2,0,1,1,Other,Office Supplies,2014-09-19,2014,2017-07-03,33.93333333333333
JK-15730,380,20,55.0483,4867.2,0.3325,Consumer,South,-249.4936,266.63530000000003,37.9066,2,0,1,1,Other,Furniture,2014-11-18,2014,2017-10-07,35.13333333333333
JK-16090,381,9,586.6625,3747.668,0.1999999999999999,Consumer,Central,-297.2076,875.5740000000001,8.296100000000001,2,0,1,1,Other,Furniture,2015-04-21,2015,2017-12-02,31.866666666666667
JK-16120,382,17,122.6566,2932.484,0.2058823529411764,Home Office,Central,-347.31170000000003,250.8953,219.073,2,0,1,1,Other,Technology,2014-11-02,2014,2017-09-04,34.56666666666667
JL-15130,383,12,-207.7956,1214.956,0.2666666666666666,Consumer,Central,-249.3216,2.8693999999999997,38.6566,2,0,1,1,Other,Office Supplies,2014-07-18,2014,2017-12-22,41.766666666666666
JL-15175,384,7,209.2817,1571.523,0.2142857142857142,Home Office,South,107.2194,57.6635,44.3988,3,1,1,1,All Three,Technology,2014-12-31,2014,2017-12-24,36.3
JL-15235,385,10,54.51740000000002,2203.7,0.22,Consumer,Central,15.442400000000001,84.5982,-45.52319999999999,2,1,1,0,Furniture + Technology,Furniture,2014-05-25,2014,2017-09-02,39.86666666666667
JL-15505,386,17,591.7163,3173.874,0.0705882352941176,Consumer,East,36.5642,52.0489,503.1032,3,1,1,1,All Three,Office Supplies,2014-11-14,2014,2017-11-11,36.43333333333333
JL-15835,387,34,228.907,9799.923,0.088235294117647,Consumer,West,381.9353,-460.2789,307.25059999999996,2,1,0,1,Furniture + Office Supplies,Technology,2014-04-18,2014,2017-12-09,44.36666666666667
JL-15850,388,11,779.9046,2725.256,0.2363636363636363,Consumer,East,95.7572,390.2196,293.9278,3,1,1,1,All Three,Office Supplies,2014-07-22,2014,2016-04-25,21.433333333333334
JM-15250,389,19,19.82350000000004,3159.1220000000003,0.2894736842105263,Consumer,South,158.2074,19.701,-158.0849,2,1,1,0,Furniture + Technology,Office Supplies,2016-03-29,2016,2017-11-23,20.133333333333333
JM-15265,390,13,502.6143,1804.146,0.1384615384615384,Corporate,East,-46.5604,329.1175,220.05720000000002,2,0,1,1,Other,Office Supplies,2014-08-25,2014,2017-11-23,39.53333333333333
JM-15535,391,10,356.5395,1733.443,0.09,Consumer,East,221.33280000000002,90.40199999999999,44.8047,3,1,1,1,All Three,Technology,2014-09-13,2014,2017-09-19,36.733333333333334
JM-15580,392,7,113.1204,303.948,0.1142857142857143,Consumer,South,0.0,43.976200000000006,69.1442,2,0,1,1,Other,Office Supplies,2016-04-14,2016,2017-12-30,20.833333333333332
JM-15655,393,12,117.204,864.947,0.1583333333333333,Corporate,East,9.4788,90.6904,17.0348,3,1,1,1,All Three,Office Supplies,2014-04-08,2014,2017-12-22,45.13333333333333
JM-15865,394,13,1574.6164,7625.076000000001,0.1846153846153846,Consumer,East,10.1828,1439.6742,124.7594,3,1,1,1,All Three,Technology,2014-11-19,2014,2017-09-12,34.266666666666666
JM-16195,395,19,754.1144,2833.9260000000004,0.0631578947368421,Consumer,West,41.8617,63.203,649.0497,3,1,1,1,All Three,Office Supplies,2014-04-30,2014,2017-11-03,42.766666666666666
JO-15145,396,13,581.4045,3254.949,0.073076923076923,Corporate,East,446.7669,69.44030000000001,65.1973,3,1,1,1,All Three,Office Supplies,2014-01-06,2014,2017-11-03,46.56666666666667
JO-15280,397,11,202.13619999999997,1934.272,0.1727272727272727,Consumer,West,53.9132,12.987,135.23600000000002,3,1,1,1,All Three,Office Supplies,2014-03-31,2014,2017-09-29,42.6
JO-15550,398,11,167.6709,1090.838,0.2363636363636363,Home Office,East,0.0,39.6879,127.983,2,0,1,1,Other,Technology,2015-03-19,2015,2017-05-29,26.733333333333334
JP-15460,399,15,429.7465,1669.135,0.14,Corporate,East,-24.659100000000002,32.4,422.0056,2,0,1,1,Other,Office Supplies,2014-08-24,2014,2017-11-23,39.56666666666667
JP-15520,400,16,757.1802,3635.594,0.059375,Consumer,West,51.8712,120.0558,585.2532,3,1,1,1,All Three,Office Supplies,2014-08-22,2014,2017-12-22,40.6
JP-16135,401,13,309.7116,1707.71,0.1538461538461538,Home Office,South,18.1042,14.4,277.2074,3,1,1,1,All Three,Office Supplies,2014-09-23,2014,2017-09-19,36.4
JR-15670,402,3,-785.1645,1156.658,0.3,Consumer,East,-786.744,0.0,1.5795,1,0,0,1,Other,Furniture,2015-12-24,2015,2016-05-16,4.8
JR-15700,403,1,107.985,863.88,0.2,Consumer,South,0.0,107.985,0.0,1,0,1,0,Other,Technology,2017-10-23,2017,2017-10-23,0.0
JR-16210,404,10,452.3730000000001,2201.686,0.22,Corporate,East,-66.85640000000001,222.3234,296.906,2,0,1,1,Other,Technology,2015-09-18,2015,2017-11-27,26.7
JS-15595,405,8,-175.54899999999998,1417.654,0.3125,Corporate,West,-199.617,78.396,-54.327999999999996,1,0,1,0,Other,Furniture,2014-03-03,2014,2017-09-02,42.63333333333333
JS-15685,406,11,-54.8692,1131.064,0.209090909090909,Corporate,West,-118.0116,8.2782,54.8642,2,0,1,1,Other,Furniture,2016-06-14,2016,2017-11-18,17.4
JS-15880,407,9,564.9798000000001,3868.02,0.1466666666666666,Consumer,West,247.18490000000003,36.852,280.9429,3,1,1,1,All Three,Furniture,2014-04-08,2014,2016-07-14,27.6
JS-15940,408,8,-327.9336,469.169,0.3375,Home Office,Central,-311.8374,0.0,-16.0962,0,0,0,0,Other,Office Supplies,2014-05-03,2014,2016-09-23,29.133333333333333
JS-16030,409,18,-311.25749999999994,2516.494,0.1833333333333333,Consumer,Central,186.3601,87.03059999999999,-584.6482,2,1,1,0,Furniture + Technology,Office Supplies,2014-02-27,2014,2017-12-02,45.8
JW-15220,410,14,2173.7093999999997,7721.714,0.0714285714285714,Corporate,West,-14.977300000000001,90.5526,2098.1340999999998,2,0,1,1,Other,Office Supplies,2015-04-30,2015,2017-11-18,31.1
JW-15955,411,11,-29.575899999999987,1244.086,0.0818181818181818,Consumer,West,-78.87369999999999,3.462,45.8358,2,0,1,1,Other,Furniture,2015-08-16,2015,2017-12-25,28.733333333333334
JW-16075,412,7,154.06369999999998,1428.731,0.3285714285714285,Consumer,East,0.0,0.0,154.06369999999998,1,0,0,1,Other,Office Supplies,2015-03-21,2015,2016-09-25,18.466666666666665
KA-16525,413,11,234.9194,1519.506,0.0545454545454545,Consumer,West,-62.2154,3.401,293.7338,2,0,1,1,Other,Office Supplies,2014-03-11,2014,2017-11-24,45.13333333333333
KB-16240,414,10,763.9076,3152.615,0.15,Corporate,West,174.91519999999997,533.0535,55.938900000000004,3,1,1,1,All Three,Office Supplies,2014-03-31,2014,2017-12-26,45.53333333333333
KB-16315,415,22,49.71929999999999,1569.464,0.1954545454545454,Consumer,Central,2.358599999999999,-20.097800000000007,67.4585,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-08-26,2014,2017-03-09,30.866666666666667
KB-16405,416,9,274.297,908.821,0.0444444444444444,Home Office,West,12.4668,21.122999999999998,240.7072,3,1,1,1,All Three,Furniture,2015-11-20,2015,2017-09-04,21.8
KB-16585,417,23,579.3551,2744.742,0.108695652173913,Corporate,Central,135.74880000000002,146.4762,297.13009999999997,3,1,1,1,All Three,Office Supplies,2014-04-04,2014,2017-05-14,37.86666666666667
KB-16600,418,9,293.55240000000003,983.922,0.2666666666666667,Corporate,Central,-5.8248,163.787,135.5902,2,0,1,1,Other,Office Supplies,2014-12-30,2014,2017-12-29,36.5
KC-16255,419,10,846.1217,2120.954,0.02,Corporate,West,0.0,571.0391000000001,275.0826,2,0,1,1,Other,Technology,2014-09-08,2014,2016-11-18,26.733333333333334
KC-16540,420,5,709.4219,3908.262,0.2,Consumer,West,24.4758,685.2726,-0.3264999999999998,2,1,1,0,Furniture + Technology,Technology,2015-11-02,2015,2017-09-24,23.066666666666666
KC-16675,421,7,156.7797,1146.05,0.0857142857142857,Corporate,West,2.482400000000002,0.0,154.2973,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-12-13,2014,2017-11-03,35.2
KD-16270,422,16,1107.6952000000003,8282.358,0.1875,Consumer,South,-254.92579999999998,2561.7174,-1199.0964,1,0,1,0,Other,Office Supplies,2014-11-11,2014,2016-09-02,22.033333333333335
KD-16345,423,10,328.5942,1888.964,0.13,Consumer,West,-71.8116,315.5004,84.9054,2,0,1,1,Other,Office Supplies,2014-09-02,2014,2017-11-19,39.13333333333333
KD-16495,424,28,3038.6254,8181.256,0.0875,Corporate,East,348.1596,2380.2952,310.17060000000004,3,1,1,1,All Three,Office Supplies,2014-09-28,2014,2017-09-09,35.9
KD-16615,425,13,539.7219,2243.51,0.1076923076923077,Corporate,West,186.4821,0.0,353.2398,2,1,0,1,Furniture + Office Supplies,Furniture,2015-09-13,2015,2017-03-16,18.333333333333332
KE-16420,426,15,397.8799,1686.7312,0.2146666666666666,Corporate,South,-13.921500000000004,271.9924,139.809,2,0,1,1,Other,Office Supplies,2014-04-03,2014,2017-12-04,44.7
KF-16285,427,18,1660.1386,10604.266,0.0333333333333333,Home Office,West,329.978,389.07680000000005,941.0838,3,1,1,1,All Three,Furniture,2014-09-26,2014,2017-09-24,36.46666666666667
KH-16330,428,18,454.7871,3312.864,0.1388888888888889,Corporate,South,4.7288,390.687,59.3713,3,1,1,1,All Three,Office Supplies,2014-04-01,2014,2017-11-20,44.3
KH-16360,429,14,528.2051,3100.612,0.15,Consumer,East,457.3368,5.1948,65.6735,3,1,1,1,All Three,Technology,2014-04-29,2014,2017-12-29,44.666666666666664
KH-16510,430,23,656.1162,5952.859,0.108695652173913,Consumer,West,-120.67989999999999,642.1928,134.6033,2,0,1,1,Other,Office Supplies,2014-08-15,2014,2017-12-08,40.36666666666667
KH-16630,431,17,727.3786,3918.966,0.1058823529411764,Corporate,Central,0.0,610.6059,116.7727,2,0,1,1,Other,Office Supplies,2014-11-01,2014,2017-11-02,36.56666666666667
KH-16690,432,15,1227.5091,5990.799,0.1266666666666666,Corporate,West,0.0,924.6613,302.8478,2,0,1,1,Other,Office Supplies,2014-03-21,2014,2017-12-28,45.93333333333333
KL-16555,433,22,-182.7813,5016.488,0.2954545454545454,Corporate,West,-242.6018,197.811,-137.9905,1,0,1,0,Other,Furniture,2014-06-15,2014,2017-12-14,42.6
